"task_view","task_view_descr","package","Date","Title","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","Archs","MD5sum","NeedsCompilation","File","Repository"
"Bayesian","Bayesian Inference","exactLoglinTest","2013-02-05","Monte Carlo Exact Tests for Log-linear models","1.4.2",NA,"R (>= 1.5)",NA,NA,"stats",NA,"GPL",NA,NA,NA,NA,"c5db6075662374384036c3c76b0d451a","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","factorQR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayesian","Bayesian Inference","FME","2021-10-12","A Flexible Modelling Environment for Inverse Modelling,
Sensitivity, Identifiability and Monte Carlo Analysis","1.3.6.2",NA,"R (>= 2.6), deSolve, rootSolve, coda","minpack.lm, MASS, graphics, grDevices, stats, utils, minqa",NA,"diagram",NA,"GPL (>= 2)",NA,NA,NA,NA,"da37d9ab312b3a13fabf190b0ad827d2","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","geoR","2020-02-10","Analysis of Geostatistical Data","1.8-1",NA,"R (>= 2.10), stats, methods","MASS, sp, splancs, RandomFields, graphics",NA,"scatterplot3d, lattice, tcltk",NA,"GPL (>= 2)",NA,NA,NA,NA,"4fa144eb96fee02ad0f1ad3ff44e957a","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","ggmcmc","2021-02-10","Tools for Analyzing MCMC Simulations from Bayesian Inference","1.5.1.1",NA,"R (>= 3.5), dplyr (>= 1.0.0), tidyr (>= 1.1.0), ggplot2","GGally (>= 1.1.0)",NA,"coda, knitr, rmarkdown, ggthemes, gridExtra, Cairo, extrafont",NA,"GPL-2",NA,NA,NA,NA,"587ca05faf325d21a2367841c31f71cb","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","gRain","2020-07-30","Graphical Independence Networks","1.3-6",NA,"R (>= 3.6.0), methods, gRbase (>= 1.8.6.6)","graph, Rgraphviz, igraph, stats4, magrittr, Rcpp (>= 0.11.1)","Rcpp (>= 0.11.1), RcppArmadillo, RcppEigen, gRbase","microbenchmark, knitr, testthat (>= 2.1.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"518c16dbf098997b6cde467f63298614","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","greta","2019-08-09","Simple and Scalable Statistical Modelling in R","0.3.1",NA,"R (>= 3.0)","R6, tensorflow (>= 1.13.0), reticulate, progress (>= 1.2.0),
future, coda, methods",NA,"knitr, rmarkdown, DiagrammeR, bayesplot, lattice, testthat,
mvtnorm, MCMCpack, rmutil, extraDistr, truncdist, tidyverse,
fields, MASS, abind, spelling",NA,"Apache License 2.0",NA,NA,NA,NA,"62bfefcb5de95102f438602fc829b7b8","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","hbsae","2022-03-05","Hierarchical Bayesian Small Area Estimation","1.2",NA,"R (>= 2.15.2)","Matrix, methods",NA,"mcmcsae, survey, knitr, hypergeo, testthat",NA,"GPL-3",NA,NA,NA,NA,"01c77d2935e8142fdfb465c2f2f1d176","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","HI","2013-03-26","Simulation from distributions supported by nested hyperplanes","0.4",NA,"R (>= 1.7.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"1519ef4ef36bb2d36e55f8e2b18b819d","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","Hmisc","2021-10-07","Harrell Miscellaneous","4.6-0",NA,"lattice, survival (>= 3.1-6), Formula, ggplot2 (>= 2.2)","methods, latticeExtra, cluster, rpart, nnet, foreign, gtable,
grid, gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc",NA,"acepack, chron, rms, mice, tables, knitr, plotly (>= 4.5.6),
rlang, plyr, VGAM",NA,"GPL (>= 2)",NA,NA,NA,NA,"0c2f92d29e276a1f179806ef6cc469b9","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","iterLap","2017-08-05","Approximate Probability Densities by Iterated Laplace
Approximations","1.1-3",NA,"quadprog, randtoolbox, parallel, R (>= 2.15)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"00b146576542bb99a099fc1085b1fa9a","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","LaplacesDemon","2021-07-09","Complete Environment for Bayesian Inference","16.1.6",NA,"R (>= 3.0.0)","parallel, grDevices, graphics, stats, utils",NA,"KernSmooth",NA,"MIT + file LICENSE",NA,NA,NA,NA,"7b23b0c00987f6974aad4795ad7b6614","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","LAWBL","2021-04-01","Latent (Variable) Analysis with Bayesian Learning","1.4.0",NA,"R (>= 3.6.0)","stats, MASS, coda",NA,"knitr, rmarkdown, testthat",NA,"GPL-3",NA,NA,NA,NA,"0aef36cbf752f601ea82f87015fa5aca","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","LearnBayes","2018-03-18","Functions for Learning Bayesian Inference","2.15.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"548294a094c21a4ca4cc6ccd4ed4b4e3","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","lmm","2020-07-06","Linear Mixed Models","1.3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Unlimited",NA,NA,NA,NA,"089857d611f564dc5a6f811026dccc38","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","loo","2020-12-09","Efficient Leave-One-Out Cross-Validation and WAIC for Bayesian
Models","2.4.1",NA,"R (>= 3.1.2)","checkmate, matrixStats (>= 0.52), parallel, stats",NA,"bayesplot (>= 1.7.0), brms (>= 2.10.0), ggplot2, graphics,
knitr, rmarkdown, rstan, rstanarm (>= 2.19.0), rstantools,
spdep, testthat (>= 2.1.0)",NA,"GPL (>= 3)",NA,NA,NA,NA,"8e44616c24a2048897eb25435ce48e5f","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","matchingMarkets","2020-01-12","Analysis of Stable Matchings","1.0-2",NA,"R (>= 3.0.2)","Rcpp (>= 0.12.12), RcppProgress (>= 0.2), rJava, lpSolve,
lattice, partitions, parallel, stats, utils","Rcpp, RcppProgress, RcppArmadillo","knitr, ggplot2, grDevices, graphics",NA,"GPL (>= 2)",NA,NA,NA,NA,"927fb488c59576d3adf04121b6eff850","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","mcmc","2020-03-21","Markov Chain Monte Carlo","0.9-7",NA,"R (>= 3.0.2)","stats",NA,"xtable, Iso",NA,"MIT + file LICENSE",NA,NA,NA,NA,"d97284aef5ec8152fb06de49ce308b80","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","mcmcensemble","2021-04-28","Ensemble Sampler for Affine-Invariant MCMC","3.0.0",NA,"R (>= 3.5)","future.apply, progressr",NA,"bayesplot, coda, mockery, testthat (>= 3.0.0), knitr,
rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"184a2eca814a4564c4fa688a098eb477","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","MCMCglmm","2022-01-26","MCMC Generalised Linear Mixed Models","2.33",NA,"Matrix, coda, ape","corpcor, tensorA, cubature, methods",NA,"rgl, combinat, mvtnorm, orthopolynom",NA,"GPL (>= 2)",NA,NA,NA,NA,"c6e2cb9d781584530f2751ad1dc0e9e2","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","MCMCpack","2022-03-03","Markov Chain Monte Carlo (MCMC) Package","1.6-1",NA,"R (>= 3.6), coda (>= 0.11-3), MASS, stats","graphics, grDevices, lattice, methods, utils, mcmc, quantreg",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"bdfb27aa07dba5d5c47c60b5ca402e08","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","mcmcse","2021-09-09","Monte Carlo Standard Errors for MCMC","1.5-0",NA,NA,"utils, ellipse, Rcpp (>= 0.12.10), fftwtools, testthat","Rcpp, RcppArmadillo","knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"52bc8e299119ae4209615a9a107250ba","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","MCMCvis","2022-02-08","Tools to Visualize, Manipulate, and Summarize MCMC Output","0.15.5",NA,"R (>= 3.5.0)","coda, rstan, methods, overlapping, colorspace",NA,"knitr, rmarkdown, testthat",NA,"GPL-3",NA,NA,NA,NA,"3c252ab80e9bfc2e38e4431ea72267f0","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","mgcv","2022-02-24","Mixed GAM Computation Vehicle with Automatic Smoothness
Estimation","1.8-39","recommended","R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"895a7f88cc9e20d7e858b03df358af30","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","MHadaptive","2012-03-24","General Markov Chain Monte Carlo for Bayesian Inference using
adaptive Metropolis-Hastings sampling","1.1-8",NA,"MASS, R (>= 2.14.0)",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"4cd576e768c04f21f31d99ad3a4fbfcb","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","mlogitBMA","2013-12-11","Bayesian Model Averaging for Multinomial Logit Models","0.1-6",NA,"R (>= 2.9.0), BMA, abind, maxLik",NA,NA,"mlogit",NA,"GPL (>= 2)",NA,NA,NA,NA,"51d01da52a1a66e9e653ba4992b5f681","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","MNP","2021-05-13","Fitting the Multinomial Probit Model","3.1-2",NA,"R (>= 2.1), MASS, utils",NA,NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"4e85bb218b6ac6294897ef281828c133","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","mombf","2021-11-03","Bayesian Model Selection and Averaging for Non-Local and Local
Priors","3.0.7",NA,"R (>= 2.14.0), methods, mvtnorm, ncvreg, mgcv","Rcpp (>= 0.12.16), mclust, survival","Rcpp, RcppArmadillo","parallel, testthat, patrick",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"2c612c56462086df3a631dfdc57bb85a","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","NetworkChange","2022-03-04","Bayesian Package for Network Changepoint Analysis","0.8",NA,"R (>= 2.10.0), MCMCpack, ggplot2","grid, Rmpfr, abind, mvtnorm, tidyr, igraph, qgraph, network,
stats, MASS, methods, RColorBrewer, reshape, ggrepel,
gridExtra, rlang, GGally, ggvis",NA,"knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"564a83d59245eb68e4c96d5c6385f321","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","NGSSEML","2021-09-02","Non-Gaussian State-Space with Exact Marginal Likelihood","2.2",NA,"fields, interp, R (>= 1.9.0), R (>= 3.5.0), R (>= 3.5.0), R
(>= 3.5.0), R (>= 3.5.0), R (>= 3.5.0), R (>= 3.5.0)","mvtnorm, dlm, car",NA,"testthat (>= 2.1.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"6819bff083bb198ea7c71b5b5c45d484","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","nimble","2022-02-24","MCMC, Particle Filtering, and Programmable Hierarchical Modeling","0.12.2",NA,"R (>= 3.1.2)","methods,igraph,coda,R6",NA,"testthat",NA,"BSD_3_clause + file LICENSE | GPL (>= 2)",NA,NA,NA,NA,"6d4fa436e7f187afc56898ef25ef53b3","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","openEBGM","2020-03-02","EBGM Disproportionality Scores for Adverse Event Data Mining","0.8.3",NA,"R (>= 3.2.3)","data.table (>= 1.10.0), ggplot2 (>= 2.2.1), stats (>= 3.2.3)",NA,"DEoptim (>= 2.2), dplyr (>= 0.5.0), knitr (>= 1.15.1),
rmarkdown (>= 1.2), testthat (>= 1.0.2), tidyr (>= 0.6.0)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"36152f1bc6c0703ba8986417b75e25f7","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","pacbpred","2013-02-05","PAC-Bayesian Estimation and Prediction in Sparse Additive
Models","0.92.2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"24cd5e7000816a2fab77fbd25e21c213","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","pcFactorStan","2021-09-25","Stan Models for the Paired Comparison Factor Model","1.5.3",NA,"R (>= 3.4), methods, Rcpp (>= 0.12.0)","rstan (>= 2.18), rstantools (>= 2.1.1), reshape2, mvtnorm,
igraph, loo, lifecycle","Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0), RcppParallel (>=
5.0.2), StanHeaders (>= 2.18.0), BH (>= 1.66.0), rstan (>=
2.18.1)","knitr, rmarkdown, testthat, shiny, ggplot2, covr, qgraph,
Matrix",NA,"GPL (>= 3)",NA,NA,NA,NA,"740b6bbb84edff72f09c96080b3bb655","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","plotMCMC","2020-11-23","MCMC Diagnostic Plots","2.0.1",NA,NA,"coda, gplots, lattice",NA,"gdata",NA,"GPL-3",NA,NA,NA,NA,"c5ba4f813285c5f6412037da30882a54","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","predmixcor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayesian","Bayesian Inference","PReMiuM","2021-10-08","Dirichlet Process Bayesian Clustering, Profile Regression","3.2.7",NA,"R (>= 4.0.0)","Rcpp (>= 0.12.13), ggplot2 (>= 2.2), cluster, plotrix (>=
3.6-6), gamlss.dist (>= 4.3-1), data.table (>= 1.10.4-3), spdep
(>= 0.7-7), rgdal (>= 1.3-3)","Rcpp, RcppEigen (>= 0.3.3.3.0), BH (>= 1.65.0-1)","testthat (>= 1.0.2)",NA,"GPL-2",NA,NA,NA,NA,"2a98fc8def1b9270daf8550fe4695903","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","prevalence","2015-04-20","Tools for Prevalence Assessment Studies","0.4.0",NA,"R (>= 3.0.0), rjags, coda, methods",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"c38485f36d9d01ac7a9cd95548193ffc","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","pscl","2020-03-07","Political Science Computational Laboratory","1.5.5",NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,"GPL-2",NA,NA,NA,NA,"2728a19e4e9be466200e2803224716b1","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","R2jags","2021-08-05","Using R to Run 'JAGS'","0.7-1",NA,"R (>= 2.14.0), rjags (>= 3-3)","abind, coda (>= 0.13), graphics, grDevices, methods,
R2WinBUGS, parallel, stats, utils",NA,"testthat (>= 3.0.0)",NA,"GPL (> 2)",NA,NA,NA,NA,"4e07c8658de066342ef8866da508786b","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","R2WinBUGS","2015-07-30","Running 'WinBUGS' and 'OpenBUGS' from 'R' / 'S-PLUS'","2.1-21",NA,"R (>= 2.13.0), coda (>= 0.11-0), boot","utils, stats, graphics",NA,"BRugs (>= 0.3-2)",NA,"GPL-2",NA,NA,NA,NA,"4dd5fd8d8bfbb2db7847506ffe355df5","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","ramps","2019-12-16","Bayesian Geostatistical Modeling with RAMPS","0.6.16",NA,"coda, maps, Matrix, nlme","fields, graphics, grDevices, methods, stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"f2c8b860ad659fd8eead5a9e74b0a653","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","revdbayes","2020-09-12","Ratio-of-Uniforms Sampling for Bayesian Extreme Value Analysis","1.3.9",NA,"R (>= 3.3.0),","bayesplot (>= 1.1.0), graphics, Rcpp, rust (>= 1.2.2), stats,
utils","Rcpp (>= 0.12.10), RcppArmadillo","evdbayes, ggplot2 (>= 2.2.1), knitr, microbenchmark,
rmarkdown, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"91133aa8ccc973b78f948103207aa37f","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","rjags","2021-10-13","Bayesian Graphical Models using MCMC","4-12",NA,"R (>= 2.14.0), coda (>= 0.13)",NA,NA,"tcltk",NA,"GPL (== 2)",NA,NA,NA,NA,"c78776a2aad7019ef7efeca8d14c9af4","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","RoBMA","2022-01-12","Robust Bayesian Meta-Analyses","2.1.2",NA,"R (>= 4.0.0)","BayesTools (>= 0.1.3), runjags, bridgesampling, rjags, coda,
psych, stats, graphics, extraDistr, scales, callr, Rdpack,
ggplot2",NA,"parallel, rstan, metaBMA, testthat, vdiffr, knitr, rmarkdown,
covr",NA,"GPL-3",NA,NA,NA,NA,"cd045666936fd806b585ba839965a5bf","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","rrum","2019-02-11","Bayesian Estimation of the Reduced Reparameterized Unified Model
with Gibbs Sampling","0.2.0",NA,"R (>= 3.4.0), simcdm (>= 0.1.0)","Rcpp (>= 1.0.0)","Rcpp, RcppArmadillo (>= 0.9.200), rgen, simcdm","testthat, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"b751552075654e1837ea47b330ff8232","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","RSGHB","2019-07-03","Functions for Hierarchical Bayesian Estimation: A Flexible
Approach","1.2.2",NA,"methods, MCMCpack","graphics, grDevices, stats, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"b160ce0504cfe501c2486035f1b06b4e","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","RSGHB","2019-07-03","Functions for Hierarchical Bayesian Estimation: A Flexible
Approach","1.2.2",NA,"methods, MCMCpack","graphics, grDevices, stats, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"b160ce0504cfe501c2486035f1b06b4e","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","rstan","2021-12-19","R Interface to Stan","2.21.3",NA,"R (>= 3.4.0), StanHeaders (>= 2.21.0), ggplot2 (>= 3.0.0)","methods, stats4, inline, gridExtra (>= 2.0.0), Rcpp (>=
0.12.0), RcppParallel (>= 5.0.1), loo (>= 2.3.0), pkgbuild","Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0), BH (>=
1.72.0-2), StanHeaders (>= 2.21.0), RcppParallel","RUnit, RcppEigen (>= 0.3.3.3.0), BH (>= 1.72.0-2), parallel,
KernSmooth, shinystan (>= 2.3.0), bayesplot (>= 1.5.0),
rmarkdown, rstantools, rstudioapi, Matrix, knitr (>= 1.15.1),
V8",NA,"GPL (>= 3)",NA,NA,NA,NA,"b79c6ae515cc25e2360ba36510205898","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","rstiefel","2021-06-15","Random Orthonormal Matrix Generation and Optimization on the
Stiefel Manifold","1.0.1",NA,"R (>= 2.10)",NA,NA,"knitr",NA,"GPL-3",NA,NA,NA,NA,"164d897eb3b9a66feaa8aa31926a9e15","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","runjags","2022-03-09","Interface Utilities, Model Templates, Parallel Computing Methods
and Additional Distributions for MCMC Models in JAGS","2.2.1-5",NA,"R (>= 2.14.0)","parallel, lattice (>= 0.20-10), coda (>= 0.17-1), stats, utils",NA,"rjags (>= 4-7), modeest, testthat (>= 3.0.0), knitr,
markdown, spelling",NA,"GPL-2",NA,NA,NA,NA,"f926a5847e1703c010d5660c7f50b457","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","Runuran","2021-10-22","R Interface to the 'UNU.RAN' Random Variate Generators","0.35",NA,"R (>= 3.0.0)","methods, stats",NA,"testthat (>= 2.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"3f087792919c30ca6698595c7dae8aad","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","RxCEcolInf","2021-11-06","'R x C Ecological Inference With Optional Incorporation of
Survey Information'","0.1-5",NA,"MASS, MCMCpack, mvtnorm, lattice, coda, stats",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"562e98aa80702f6034126ae415546abc","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","SamplerCompare","2021-10-22","A Framework for Comparing the Performance of MCMC Samplers","1.3.2",NA,"R (>= 3.0)","methods, mvtnorm",NA,"ggplot2 (>= 0.9.2), lintr",NA,"GPL-2",NA,NA,NA,NA,"969fcac62d501d861b6a200cb33f3434","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","SampleSizeMeans","2012-12-10","Sample size calculations for normal means","1.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"b3f3abb9b354a90675325fdb4f9230bc","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","SampleSizeProportions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayesian","Bayesian Inference","sbgcop","2018-05-29","Semiparametric Bayesian Gaussian Copula Estimation and
Imputation","0.980",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"1bbc7851bf08d8e25737cbcbed0801f9","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","shinybrms","2021-11-05","Graphical User Interface ('shiny' App) for 'brms'","1.6.0",NA,"R (>= 3.6.0)","shiny (>= 1.4.0), brms (>= 2.16.0), rstan (>= 2.19.3), rlang",NA,"cmdstanr, ggplot2, shinystan (>= 2.4.0), callr (>= 3.4.0),
rstanarm, MASS, lme4, testthat, shinytest",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"e189a749de6529103e05d045d53e99a1","no",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","SimpleTable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayesian","Bayesian Inference","sna","2020-10-06","Tools for Social Network Analysis","2.6",NA,"R (>= 2.0.0), utils, statnet.common, network",NA,NA,"rgl, numDeriv, SparseM",NA,"GPL (>= 2)",NA,NA,NA,NA,"7f99cc94157420ad65d985530372c92d","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","spBayes","2021-09-22","Univariate and Multivariate Spatial-Temporal Modeling","0.4-5",NA,"R (>= 1.8.0)","coda, sp, magic, Formula, Matrix",NA,"MBA, geoR",NA,"GPL (>= 2)",NA,NA,NA,NA,"b0c33405e473741e2a13df02ce1d15dc","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","spikeslab","2013-04-18","Prediction and variable selection using spike and slab
regression","1.1.5",NA,"R (>= 3.0.0), lars, randomForest, parallel",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"53b4f9f09360c61139bb92e12378376a","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","spikeSlabGAM","2020-02-21","Bayesian Variable Selection and Model Choice for Generalized
Additive Mixed Models","1.1-15",NA,"R (>= 2.15.1)","akima, coda, cluster, ggplot2 (>= 2.0.0), gridExtra (>=
2.0.0), MASS, MCMCpack, mvtnorm, R2WinBUGS, reshape, scales,
splines, parallel",NA,"mboost, mlbench, gtable",NA,"CC BY-NC-SA 4.0",NA,NA,NA,NA,"2eb0f9ceb83a1d22a2c831025175e064","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","spTimer","2020-06-02","Spatio-Temporal Bayesian Modelling","3.3.1",NA,"R (>= 3.4.0)","coda, sp, spacetime, extraDistr, grDevices, graphics, stats,
utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"4e8fc7fde7144092bcf35d49c9d896de","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","ssgraph","2020-05-24","Bayesian Graphical Estimation using Spike-and-Slab Priors","1.12",NA,"BDgraph (>= 2.58)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"ebd7f9729c56354d97ccfdbf4c1df8f5","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","ssMousetrack","2019-01-16","Bayesian State-Space Modeling of Mouse-Tracking Experiments via
Stan","1.1.5",NA,"methods, R (>= 3.4.0), Rcpp (>= 1.0.0)","rstan (>= 2.18.2), rstantools (>= 1.5.1), CircStats, dtw,
ggplot2, cowplot","BH (>= 1.66.0-1), Rcpp (>= 1.0.0), RcppEigen (>= 0.3.3.5.0),
rstan (>= 2.18.2), StanHeaders (>= 2.18.0)",NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"7bee5968e8c66c4a00dbea30d685d70f","yes",NA,"https://cran.rstudio.com/src/contrib"
"Bayesian","Bayesian Inference","stochvol","2021-11-26","Efficient Bayesian Inference for Stochastic Volatility (SV)
Models","3.2.0",NA,"R (>= 3.5)","Rcpp (>= 1.0), coda (>= 0.19), graphics, stats, utils,
grDevices","Rcpp, RcppArmadillo (>= 0.9.900)","testthat (>= 2.3.2), mvtnorm, knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"d9cdf0ad350a259164a11b49caa0a550","yes",NA,"https://cran.rstudio.com/src/contrib"
